step,A_t,B_t,M_t,B1_t,B2_t,B3_t,run,R_mis,R_mis_se,R_b1,R_b1_se,R_b2,R_b2_se,R_b3,R_b3_se,A_t_se,B_t_se
15,1.0,0.9158,0.9158,0.9158,0.955,0.9806,2499.5,0.9154,0.003935551803750016,0.9158,0.003927094600337508,0.955,0.0029317230428538106,0.9806,0.0019505711983929207,0.0,0.003927094600337508
16,1.0,0.9028,0.9028,0.9028,0.9466,0.9774,2499.5,0.9024,0.004197004646173268,0.9028,0.004189323573084322,0.9466,0.0031795735563122296,0.9774,0.0021018677408438406,0.0,0.004189323573084322
17,1.0,0.8894,0.8894,0.8894,0.9376,0.9726,2499.5,0.889,0.004442499296567193,0.8894,0.00443548509184734,0.9376,0.003420708698500941,0.9726,0.00230864635663412,0.0,0.00443548509184734
18,1.0,0.8752,0.8752,0.8752,0.9256,0.9672,2499.5,0.8748,0.004680276914884417,0.8752,0.004673862642397613,0.9256,0.0037111895667023,0.9672,0.002518894995826545,0.0,0.004673862642397613
19,1.0,0.86,0.86,0.86,0.9142,0.9626,2499.5,0.8596,0.004912999898229187,0.86,0.004907137658554119,0.9142,0.003960766592466665,0.9626,0.002683327784673352,0.0,0.004907137658554119
20,1.0,0.8426,0.8426,0.8426,0.9008,0.956,2499.5,0.8422,0.005155563208806581,0.8426,0.005150247372699684,0.9008,0.004227513690102019,0.956,0.002900482718445329,0.0,0.005150247372699684
21,1.0,0.8274,0.8274,0.8274,0.8872,0.9504,2499.5,0.827,0.005349224242822506,0.8274,0.005344328582712706,0.8872,0.0044738386202454825,0.9504,0.0030704996336101387,0.0,0.005344328582712706
22,1.0,0.8126,0.8126,0.8126,0.8712,0.9432,2499.5,0.8122,0.005523244698544506,0.8126,0.005518717967064452,0.8712,0.00473731062946056,0.9432,0.0032733395790843322,0.0,0.005518717967064452
23,1.0,0.795,0.795,0.795,0.8548,0.9368,2499.5,0.7946,0.005713332477635098,0.795,0.0057092030967552726,0.8548,0.004982307898956065,0.9368,0.0034410974993452316,0.0,0.0057092030967552726
24,1.0,0.7764,0.7764,0.7764,0.839,0.9288,2499.5,0.776,0.005896168247260249,0.7764,0.005892419536998363,0.839,0.005197672556058144,0.9288,0.003636772195230271,0.0,0.005892419536998363
25,1.0,0.758,0.758,0.758,0.8204,0.9218,2499.5,0.7576,0.006060399986799551,0.758,0.00605699595509193,0.8204,0.0054285143455645385,0.9218,0.0037969661573419387,0.0,0.00605699595509193
26,1.0,0.7398,0.7396,0.7398,0.8044,0.9146,2499.5,0.7392,0.00620940190356527,0.7398,0.006204771712158313,0.8044,0.005609645978134449,0.9146,0.003952387632811337,0.0,0.006204771712158313
27,1.0,0.7222,0.7222,0.7222,0.7854,0.9076,2499.5,0.7216,0.006338666105735496,0.7222,0.006334463828928223,0.7854,0.005805976920381272,0.9076,0.004095417927391539,0.0,0.006334463828928223
28,1.0,0.6996,0.6996,0.6996,0.7684,0.9006,2499.5,0.699,0.006486894480412025,0.6996,0.006483206614014395,0.7684,0.005965927253998325,0.9006,0.004231303345306267,0.0,0.006483206614014395
29,1.0,0.6794,0.6794,0.6794,0.7458,0.8906,2499.5,0.6788,0.006603492409324024,0.6794,0.006600236965442983,0.7458,0.006157635260390144,0.8906,0.004414332112562444,0.0,0.006600236965442983
30,1.0,0.661,0.661,0.661,0.7274,0.8812,2499.5,0.6604,0.006697340367638485,0.661,0.006694460396477075,0.7274,0.006297447736980434,0.8812,0.004575730761310154,0.0,0.006694460396477075
31,1.0,0.6404,0.6404,0.6404,0.7054,0.8746,2499.5,0.6398,0.006789049417996602,0.6404,0.006786572625412625,0.7054,0.006446872730246813,0.8746,0.004683478194675406,0.0,0.006786572625412625
32,1.0,0.6218,0.6218,0.6218,0.6856,0.8642,2499.5,0.6212,0.006860183087935773,0.6218,0.0068580574509113,0.6856,0.006565860796574963,0.8642,0.004844757166257149,0.0,0.0068580574509113
33,1.0,0.6012,0.6012,0.6012,0.6626,0.853,2499.5,0.6006,0.0069264657654535475,0.6012,0.006924717467160664,0.6626,0.006686721767802217,0.853,0.005007813894305578,0.0,0.006924717467160664
34,1.0,0.5838,0.5838,0.5838,0.643,0.8442,2499.5,0.5832,0.006972485353157796,0.5838,0.006971048127792549,0.643,0.006775706605218381,0.8442,0.005128866541449485,0.0,0.006971048127792549
35,1.0,0.5678,0.5678,0.5678,0.6238,0.8334,2499.5,0.5672,0.0070069131577321555,0.5678,0.007005757061160485,0.6238,0.006850891328871011,0.8334,0.005269619341090967,0.0,0.007005757061160485
36,1.0,0.5464,0.5464,0.5464,0.6044,0.8228,2499.5,0.5458,0.007041340213340071,0.5464,0.007040554523615309,0.6044,0.006915209902815677,0.8228,0.00540000296296215,0.0,0.007040554523615309
37,1.0,0.526,0.526,0.526,0.5842,0.8108,2499.5,0.5254,0.007061937977637583,0.526,0.007061501256815012,0.5842,0.006970084074098389,0.8108,0.0055390136306024745,0.0,0.007061501256815012
38,1.0,0.5082,0.5082,0.5082,0.5642,0.7994,2499.5,0.5076,0.007070250914925156,0.5082,0.007070116830717863,0.5642,0.0070125367735221185,0.7994,0.0056632082779993174,0.0,0.007070116830717863
39,1.0,0.4914,0.4914,0.4914,0.5478,0.7896,2499.5,0.4908,0.007069870720175865,0.4914,0.0070700217821446625,0.5478,0.007038681126461122,0.7896,0.0057642317788236105,0.0,0.0070700217821446625
40,1.0,0.4738,0.4738,0.4738,0.5302,0.7792,2499.5,0.4732,0.007060903058391327,0.4738,0.007061353411351113,0.5302,0.007058157833315999,0.7792,0.005865958745166897,0.0,0.007061353411351113
41,1.0,0.46,0.46,0.46,0.5144,0.773,2499.5,0.4594,0.007047717928521259,0.46,0.0070484040746824385,0.5144,0.007068134690284276,0.773,0.005924035786522563,0.0,0.0070484040746824385
42,1.0,0.4436,0.4436,0.4436,0.4972,0.7646,2499.5,0.443,0.007024969750824553,0.4436,0.007025938229161996,0.4972,0.0070709569366529165,0.7646,0.005999780662657595,0.0,0.007025938229161996
43,1.0,0.427,0.427,0.427,0.4788,0.754,2499.5,0.4264,0.006994040892073766,0.427,0.006995298421082549,0.4788,0.007064708911200801,0.754,0.006090714243830521,0.0,0.006995298421082549
44,1.0,0.41,0.41,0.41,0.461,0.7428,2499.5,0.4094,0.006954015243008891,0.41,0.0069555733049116815,0.461,0.0070495248066802345,0.7428,0.0061813940175335855,0.0,0.0069555733049116815
45,1.0,0.3954,0.3954,0.3954,0.4412,0.7294,2499.5,0.3948,0.006912784677682359,0.3954,0.006914605411735365,0.4412,0.007022001993733695,0.7294,0.006282923523328929,0.0,0.006914605411735365
46,1.0,0.3804,0.3804,0.3804,0.4216,0.7156,2499.5,0.3798,0.006863701042440587,0.3804,0.006865796967577762,0.4216,0.006983601363193635,0.7156,0.006379915986907664,0.0,0.006865796967577762
47,1.0,0.3638,0.3638,0.3638,0.4038,0.7032,2499.5,0.3632,0.006801261059538885,0.3638,0.006803669010173849,0.4038,0.006938956117457438,0.7032,0.006460801188707171,0.0,0.006803669010173849
48,1.0,0.3478,0.3476,0.3478,0.3866,0.6954,2499.5,0.347,0.006731879380975271,0.3478,0.006735505326254297,0.3866,0.006886805355170131,0.6954,0.006508745501246764,0.0,0.006735505326254297
49,1.0,0.3354,0.3354,0.3354,0.3736,0.6836,2499.5,0.3346,0.006672972950642016,0.3354,0.006676928036155549,0.3736,0.006841389332584428,0.6836,0.006577097232062181,0.0,0.006676928036155549
50,1.0,0.3234,0.3234,0.3234,0.359,0.6714,2499.5,0.3226,0.006611039857692585,0.3234,0.006615322214374747,0.359,0.006784084315513774,0.6714,0.006642620567215924,0.0,0.006615322214374747
51,1.0,0.3108,0.3108,0.3108,0.3412,0.6608,2499.5,0.31,0.006540642170307132,0.3108,0.00654527860369595,0.3412,0.006704961744857311,0.6608,0.006695421719354203,0.0,0.00654527860369595
52,1.0,0.299,0.299,0.299,0.3252,0.646,2499.5,0.2982,0.006469571237725109,0.299,0.006474550177425456,0.3252,0.0066248767535705905,0.646,0.006762898786762966,0.0,0.006474550177425456
53,1.0,0.2876,0.2876,0.2876,0.312,0.6372,2499.5,0.2868,0.006396026266362577,0.2876,0.006401347358173903,0.312,0.006552190473421846,0.6372,0.006799649402726585,0.0,0.006401347358173903
54,1.0,0.277,0.277,0.277,0.3004,0.6276,2499.5,0.2762,0.006323188436224244,0.277,0.006328838756043639,0.3004,0.006483206614014395,0.6276,0.006836932645565554,0.0,0.006328838756043639
55,1.0,0.2614,0.2614,0.2616,0.2868,0.6156,2499.5,0.2608,0.00620940190356527,0.2616,0.0062155521074157205,0.2868,0.006396026266362577,0.6156,0.006879486027313377,0.0,0.006214017058232138
56,1.0,0.2502,0.2502,0.2506,0.274,0.6048,2499.5,0.2494,0.0061188175328244585,0.2506,0.006128615504337012,0.274,0.0063075193222058385,0.6048,0.006913999710731843,0.0,0.006125356479422238
57,1.0,0.2402,0.2402,0.2402,0.2604,0.5916,2499.5,0.2396,0.006036420131170461,0.2402,0.006041588532828101,0.2604,0.006206316782118038,0.5916,0.006951394680206268,0.0,0.006041588532828101
58,1.0,0.2324,0.2324,0.2324,0.251,0.5796,2499.5,0.2318,0.005967725865017594,0.2324,0.005973110412507038,0.251,0.006131867578478844,0.5796,0.006980885903665809,0.0,0.005973110412507038
59,1.0,0.2228,0.2228,0.2228,0.2404,0.566,2499.5,0.2222,0.005879237365509237,0.2228,0.005884898639738836,0.2404,0.006043307703567642,0.566,0.007009193962218481,0.0,0.005884898639738836
60,1.0,0.2136,0.2136,0.2138,0.2286,0.5542,2499.5,0.213,0.005790181344310383,0.2138,0.005798095549402407,0.2286,0.005938721074440186,0.5542,0.007029400543431851,0.0,0.005796120081571809
61,1.0,0.2054,0.2054,0.206,0.2174,0.5422,2499.5,0.2046,0.005705065117945631,0.206,0.005719510468562847,0.2174,0.00583330506659818,0.5422,0.007045837920361212,0.0,0.005713332477635097
62,1.0,0.1992,0.1992,0.1998,0.2082,0.5312,2499.5,0.1978,0.0056333854829933305,0.1998,0.005654731823879892,0.2078,0.005737929243202639,0.5312,0.007057287864328619,0.0,0.005648351263864527
63,1.0,0.1912,0.1912,0.1924,0.1984,0.5216,2499.5,0.1896,0.005543497812753244,0.1924,0.005574625368578592,0.1976,0.005631238584894091,0.5216,0.007064466575757862,0.0,0.005561340845515585
64,1.0,0.1848,0.1848,0.1858,0.1908,0.511,2499.5,0.1826,0.005463647865666308,0.1858,0.005500515612194915,0.19,0.005547972602672079,0.511,0.007069356406349874,0.0,0.005489061121904182
65,1.0,0.1778,0.1774,0.1786,0.1818,0.5012,2499.5,0.1742,0.005363848618296381,0.1786,0.00541667868716615,0.1808,0.005442634656120141,0.5012,0.007071047447160852,0.0,0.0054071648763469385
66,1.0,0.1692,0.1692,0.17,0.1734,0.4914,2499.5,0.1654,0.00525438559681339,0.17,0.005312249994117371,0.1724,0.0053418768237390125,0.4914,0.0070700217821446625,0.0,0.00530228931688945
67,1.0,0.1604,0.1604,0.1622,0.1628,0.4812,2499.5,0.1562,0.005134229445593564,0.1622,0.00521327459472451,0.1614,0.0052028845845357745,0.4812,0.007066067647567492,0.0,0.005189833137972742
68,1.0,0.1528,0.1528,0.155,0.1532,0.4714,2499.5,0.148,0.00502187216085794,0.155,0.005118105118107678,0.1514,0.005069083546362202,0.4714,0.007059490633183105,0.0,0.005088264144086861
69,0.9998,0.1452,0.1452,0.1484,0.1456,0.4606,2499.5,0.139,0.004892422712726283,0.1484,0.005027473321659698,0.1426,0.004945002325580848,0.4606,0.007049079939963797,0.00019997999899988897,0.004982307898956065
70,0.9998,0.1392,0.1392,0.143,0.1388,0.451,2499.5,0.1312,0.004774653076402515,0.143,0.004950777716682501,0.1346,0.004826651841597859,0.451,0.007037030623778754,0.00019997999899988897,0.004895372508808701
71,0.9998,0.1338,0.1338,0.1368,0.132,0.4418,2499.5,0.1236,0.004654525539730124,0.1368,0.004859748141622156,0.126,0.0046930587040862805,0.4418,0.007023001637476671,0.00019997999899988897,0.004814510567025479
72,0.9998,0.1236,0.1234,0.1286,0.123,0.4314,2499.5,0.1126,0.004470374480957943,0.1286,0.0047341744792519,0.1158,0.0045252703786624725,0.4314,0.007004199311841433,0.00019997999899988897,0.004654525539730124
73,0.9998,0.1182,0.1182,0.1236,0.1176,0.421,2499.5,0.105,0.004335320057389074,0.1236,0.004654525539730124,0.1078,0.004385867303054209,0.421,0.006982248921371967,0.00019997999899988897,0.0045657148399785115
74,0.9998,0.1116,0.1116,0.1168,0.1088,0.4118,2499.5,0.0966,0.004177761122898244,0.1168,0.004542196825325824,0.0988,0.004219918482624991,0.4118,0.006960183330918806,0.00019997999899988897,0.004452986413632991
75,0.9998,0.106,0.106,0.1112,0.1042,0.4026,2499.5,0.0892,0.004030964152656285,0.1112,0.004445999550157422,0.091,0.004067407036429966,0.4026,0.006935607255316581,0.00019997999899988897,0.0043534813655280525
76,0.9998,0.095,0.095,0.1052,0.096,0.3942,2499.5,0.0792,0.0038190930860611395,0.1052,0.00433896208787309,0.083,0.003901563789046644,0.3942,0.006910953045709397,0.00019997999899988897,0.0041466854233230665
77,0.9998,0.0916,0.0916,0.1002,0.0912,0.384,2499.5,0.0722,0.0036602502646677043,0.1002,0.004246409306696659,0.076,0.003747639256918947,0.384,0.006878139283265497,0.00019997999899988897,0.00407944702134983
78,0.9998,0.0862,0.0862,0.0964,0.0866,0.3756,2499.5,0.0666,0.003526030062265494,0.0964,0.004173896021704422,0.069,0.0035843827920577906,0.3756,0.006848717252157516,0.00019997999899988897,0.003969119801668879
79,0.9996,0.0832,0.0832,0.0926,0.0802,0.3682,2499.5,0.0608,0.0033794484757131596,0.0926,0.0040993960530790385,0.061,0.003384641783113835,0.3682,0.006820978815390061,0.0002827861382741226,0.003905835634022507
80,0.9996,0.0724,0.0724,0.0862,0.0714,0.3574,2499.5,0.0534,0.0031795735563122296,0.0862,0.003969119801668879,0.0532,0.003173948959892077,0.3574,0.006777392418917471,0.0002827861382741226,0.0036649212815557173
81,0.9996,0.069,0.069,0.0802,0.0682,0.3474,2499.5,0.0466,0.002980887116279313,0.0802,0.003841040484035543,0.0472,0.0029990718564249174,0.3474,0.00673369497378668,0.0002827861382741226,0.0035843827920577906
82,0.9996,0.0628,0.0628,0.0764,0.0628,0.3378,2499.5,0.0408,0.002797690476089162,0.0764,0.003756675125692931,0.0418,0.002830291857741883,0.3378,0.006688664440678722,0.0002827861382741226,0.0034309229079068507
83,0.9996,0.0562,0.056,0.0714,0.0558,0.3296,2499.5,0.035,0.002599038283673405,0.0714,0.0036414843127494045,0.0368,0.002662546149834778,0.3296,0.0066477641354067305,0.0002827861382741226,0.003257040374327589
84,0.9996,0.0562,0.0556,0.0682,0.0536,0.3228,2499.5,0.0318,0.002481481815367584,0.0682,0.0035650739122772756,0.0326,0.0025114633184659496,0.3228,0.006612112521728589,0.0002827861382741226,0.003257040374327589
85,0.9996,0.0514,0.0514,0.0656,0.051,0.3146,2499.5,0.0288,0.0023651875189929445,0.0656,0.0035013323178470224,0.0294,0.0023889596061884345,0.3146,0.006566990787263219,0.0002827861382741226,0.0031227564746550444
86,0.9996,0.0444,0.0444,0.0604,0.0408,0.308,2499.5,0.0246,0.0021906546966603386,0.0604,0.0033690307211422105,0.0248,0.002199316257385463,0.308,0.006528950911134192,0.0002827861382741226,0.002913027291324268
87,0.9996,0.0394,0.0394,0.058,0.038,0.2996,2499.5,0.0204,0.0019991918367180273,0.058,0.003305631558416636,0.0204,0.0019991918367180273,0.2996,0.006478268904576283,0.0002827861382741226,0.0027512775214434473
88,0.9996,0.0364,0.0364,0.0536,0.034,0.2906,2499.5,0.0172,0.0018387038913321525,0.0536,0.003185185708871619,0.0168,0.0018175676053451217,0.2906,0.0064210846435785295,0.0002827861382741226,0.002648586037870018
89,0.9996,0.0328,0.0328,0.0504,0.0288,0.2852,2499.5,0.0154,0.0017414270010540206,0.0504,0.0030938597253269257,0.0142,0.0016732220414517615,0.2852,0.006385310642404173,0.0002827861382741226,0.002518894995826543
90,0.9996,0.0304,0.03,0.048,0.0272,0.2784,2499.5,0.0136,0.0016379890109521492,0.048,0.0030231109804305894,0.0114,0.0015013354055639933,0.2784,0.006338666105735496,0.0002827861382741226,0.002427996705104848
91,0.9994,0.0262,0.0262,0.0452,0.0238,0.272,2499.5,0.0124,0.0015650073482255604,0.0452,0.0029379230759160454,0.0098,0.0013931231101377939,0.272,0.006293107340575084,0.0003463062228721987,0.0022589183252167398
92,0.9994,0.0242,0.024,0.0432,0.0226,0.2648,2499.5,0.011,0.0014750593208410297,0.0432,0.002875195993319412,0.0086,0.0013058361306075123,0.2648,0.006239887178467252,0.0003463062228721987,0.0021732169703000204
93,0.9994,0.0252,0.025,0.0416,0.0218,0.2582,2499.5,0.0104,0.0014347013626535663,0.0416,0.002823807358868519,0.0082,0.0012753634776015816,0.2582,0.006189228708005546,0.0003463062228721987,0.0022165270131446627
94,0.9994,0.0208,0.0208,0.039,0.0182,0.2512,2499.5,0.0096,0.0013789735312905755,0.039,0.0027378458685616324,0.0074,0.001212042903531059,0.2512,0.006133491012465902,0.0003463062228721987,0.0020182844199963493
95,0.9994,0.0194,0.019,0.0376,0.0158,0.243,2499.5,0.0084,0.001290692837200238,0.0376,0.0026902133744370537,0.0062,0.0011100954913880157,0.243,0.0060654925603779285,0.0003463062228721987,0.001950571198392922
96,0.9994,0.0188,0.0188,0.0358,0.0148,0.2378,2499.5,0.0084,0.001290692837200238,0.0358,0.002627483967600944,0.0058,0.001073905023733477,0.2378,0.006020816555916648,0.0003463062228721987,0.0019207581836347854
97,0.9994,0.0152,0.0152,0.0344,0.0122,0.233,2499.5,0.008,0.0012598412598418898,0.0344,0.0025774654216885236,0.005,0.000997496867163,0.233,0.005978478067200716,0.0003463062228721987,0.001730257784262218
98,0.9994,0.0152,0.015,0.0334,0.013,0.2284,2499.5,0.0076,0.0012281889105508158,0.0334,0.0025410407316688176,0.0048,0.0009774415583552807,0.2284,0.005936892116250724,0.0003463062228721987,0.001730257784262218
99,0.9994,0.0152,0.0152,0.0308,0.011,0.2226,2499.5,0.0068,0.001162218568084334,0.0308,0.0024434140050347587,0.0036,0.000846999409681022,0.2226,0.005883013513497993,0.0003463062228721987,0.001730257784262218
100,0.999,0.0134,0.0134,0.0292,0.0088,0.218,2499.5,0.006,0.0010921538353180838,0.0292,0.002381065307798171,0.0028,0.0007472830788931326,0.218,0.00583910952115132,0.0004469899327725404,0.001626065189345126
101,0.999,0.0128,0.0124,0.0288,0.0076,0.2128,2499.5,0.0056,0.0010553331227626658,0.0288,0.0023651875189929445,0.0026,0.0007201722016295824,0.2128,0.0057881976469363935,0.0004469899327725404,0.0015897270205919003
102,0.9988,0.011,0.0106,0.0276,0.0066,0.2062,2499.5,0.0056,0.0010553331227626658,0.0276,0.0023168185082133646,0.0026,0.0007201722016295824,0.2062,0.005721565520030335,0.0004896039215529179,0.0014750593208410297
103,0.9986,0.0088,0.0086,0.0266,0.0062,0.2006,2499.5,0.0044,0.0009360170938610043,0.0266,0.0022756291437754086,0.0022,0.0006625948988635515,0.2006,0.0056632082779993174,0.000528779727296718,0.0013207997577225701
104,0.9986,0.0084,0.0082,0.0252,0.0052,0.1946,2499.5,0.0036,0.000846999409681022,0.0252,0.0022165270131446627,0.0016,0.0005652326954449822,0.1946,0.005598764863789156,0.000528779727296718,0.001290692837200238
105,0.9982,0.0088,0.0088,0.0242,0.0046,0.19,2499.5,0.0036,0.000846999409681022,0.0242,0.0021732169703000204,0.0014,0.0005287797272967262,0.19,0.005547972602672079,0.0005994597567810576,0.0013207997577225701
106,0.998,0.0078,0.0078,0.023,0.0044,0.1848,2499.5,0.0036,0.000846999409681022,0.023,0.0021199528296639053,0.0014,0.0005287797272967262,0.1848,0.005489061121904182,0.0006318227599572528,0.0012441189653726848
107,0.9978,0.0084,0.0084,0.0218,0.0054,0.1796,2499.5,0.0034,0.0008232180756032997,0.0218,0.0020651760215536106,0.0012,0.0004896039215529222,0.1796,0.005428514345564539,0.0006625948988635484,0.001290692837200238
108,0.9978,0.0054,0.0052,0.0206,0.003,0.175,2499.5,0.003,0.0007734339015067804,0.0206,0.002008762803319496,0.0012,0.0004896039215529222,0.175,0.005373546315051169,0.0006625948988635484,0.001036420763975713
109,0.9976,0.0062,0.0058,0.0198,0.0034,0.1696,2499.5,0.0026,0.0007201722016295824,0.0198,0.001970175626689154,0.001,0.0004469899327725402,0.1696,0.005307275007006892,0.0006919884392097831,0.0011100954913880157
110,0.9974,0.0056,0.0054,0.0194,0.0026,0.1658,2499.5,0.002,0.0006318227599572526,0.0194,0.001950571198392922,0.0008,0.00039983996798719363,0.1658,0.0052594744984646525,0.0007201722016295889,0.0010553331227626658
111,0.9972,0.0056,0.0056,0.0184,0.003,0.162,2499.5,0.0018,0.0005994597567810536,0.0184,0.0019006020098905506,0.0006,0.00034630622287218577,0.162,0.005210681337406846,0.000747283078893136,0.0010553331227626658
112,0.997,0.0044,0.0042,0.0168,0.0024,0.1576,2499.5,0.0012,0.0004896039215529222,0.0168,0.0018175676053451217,0.0004,0.00028278613827413816,0.1576,0.005152906752503872,0.0007734339015067807,0.0009360170938610043
113,0.9968,0.0058,0.0058,0.0158,0.0026,0.1532,2499.5,0.001,0.0004469899327725402,0.0158,0.0017635396224638675,0.0002,0.00019997999899989998,0.1532,0.005093716914002976,0.0007987189743583135,0.001073905023733477
114,0.9968,0.0056,0.005,0.0156,0.0028,0.1476,2499.5,0.0008,0.00039983996798719363,0.0156,0.001752520470636506,0.0002,0.00019997999899989998,0.1476,0.005016258366551707,0.0007987189743583135,0.0010553331227626658
115,0.9966,0.004,0.004,0.0152,0.0018,0.143,2499.5,0.0006,0.00034630622287218577,0.0152,0.001730257784262218,0.0002,0.00019997999899989998,0.143,0.004950777716682501,0.0008232180756032946,0.0008926365441768558
116,0.9966,0.0056,0.0056,0.0152,0.002,0.1394,2499.5,0.0006,0.00034630622287218577,0.0152,0.001730257784262218,0.0002,0.00019997999899989998,0.1394,0.004898318895294589,0.0008232180756032946,0.0010553331227626658
117,0.9966,0.0046,0.0042,0.0146,0.0018,0.1354,2499.5,0.0006,0.00034630622287218577,0.0146,0.00169628063715884,0.0002,0.00019997999899989998,0.1354,0.0048387361986369955,0.0008232180756032946,0.0009569576793150259
118,0.9964,0.0036,0.0034,0.0134,0.0014,0.1294,2499.5,0.0004,0.00028278613827413816,0.0134,0.001626065189345126,0.0002,0.00019997999899989998,0.1294,0.004746696535486548,0.0008469994096810277,0.000846999409681022
119,0.996,0.0036,0.0034,0.0134,0.0016,0.1246,2499.5,0.0002,0.00019997999899989998,0.0134,0.001626065189345126,0.0002,0.00019997999899989998,0.1246,0.004670649633616292,0.0008926365441768563,0.000846999409681022
